Time	Open	High	Low	Close	Volume
2023.09.04 00:00	1.07958	1.08084	1.07823	1.07932	12186
2023.09.05 00:00	1.07932	1.07977	1.07054	1.07208	54619
2023.09.06 00:00	1.07225	1.07478	1.07017	1.0722	51152
2023.09.07 00:00	1.07226	1.07314	1.06854	1.06967	45541
2023.09.08 00:00	1.06965	1.07428	1.06932	1.06966	44594
2023.09.11 00:00	1.0712	1.07583	1.07065	1.07479	46404
2023.09.12 00:00	1.07488	1.07677	1.07044	1.07584	44187
2023.09.13 00:00	1.07574	1.0764	1.07099	1.07281	59472
2023.09.14 00:00	1.07287	1.07517	1.06308	1.06421	62706
2023.09.15 00:00	1.06414	1.06867	1.06322	1.06604	50099
2023.09.18 00:00	1.0663	1.0698	1.06537	1.06902	38036
2023.09.19 00:00	1.06898	1.07168	1.06666	1.0677699999999999	39117
2023.09.20 00:00	1.06782	1.07359	1.06491	1.06623	51646
2023.09.21 00:00	1.06625	1.06725	1.06158	1.0657	60598
2023.09.22 00:00	1.06576	1.06707	1.06139	1.06433	44864
2023.09.25 00:00	1.06443	1.06545	1.05745	1.05903	35958
2023.09.26 00:00	1.05902	1.0608	1.0561	1.05685	41667
2023.09.27 00:00	1.0569	1.05735	1.04872	1.05028	49916
2023.09.28 00:00	1.05042	1.05778	1.049	1.05634	59748
2023.09.29 00:00	1.05625	1.0616	1.05572	1.05726	57585
2023.10.02 00:00	1.05653	1.05909	1.04756	1.04759	53669
2023.10.03 00:00	1.04758	1.04925	1.04472	1.0465	62599
2023.10.04 00:00	1.04651	1.05311	1.04504	1.05027	59057
2023.10.05 00:00	1.05036	1.05511	1.04989	1.05487	64387
2023.10.06 00:00	1.05479	1.05988	1.04817	1.05897	70152
2023.10.09 00:00	1.05833	1.05833	1.05185	1.05655	59632
2023.10.10 00:00	1.05576	1.06196	1.05533	1.0604	71604
2023.10.11 00:00	1.06039	1.06337	1.05806	1.06182	67672
2023.10.12 00:00	1.06077	1.06385	1.05246	1.05268	62914
2023.10.13 00:00	1.05267	1.05575	1.04945	1.05093	60167
2023.10.16 00:00	1.05058	1.05617	1.05023	1.05591	52168
2023.10.17 00:00	1.05601	1.05942	1.05319	1.05758	61883
2023.10.18 00:00	1.05756	1.05931	1.05221	1.05353	61562
2023.10.19 00:00	1.0535	1.06155	1.05272	1.05811	80121
2023.10.20 00:00	1.05824	1.06026	1.0564	1.0592	60264
2023.10.23 00:00	1.05938	1.06769	1.05704	1.06683	56224
2023.10.24 00:00	1.06642	1.06931	1.05821	1.05883	58622
2023.10.25 00:00	1.0588899999999999	1.06056	1.05643	1.0565	57974
2023.10.26 00:00	1.05659	1.05684	1.05208	1.05611	63217
2023.10.27 00:00	1.05533	1.05963	1.05345	1.05645	52667
2023.10.30 00:00	1.05651	1.0624	1.05461	1.06136	49358
2023.10.31 00:00	1.06139	1.06738	1.05566	1.05726	63398
2023.11.01 00:00	1.05702	1.05804	1.05159	1.05685	66975
2023.11.02 00:00	1.05685	1.06665	1.05599	1.06203	58447
2023.11.03 00:00	1.06201	1.07456	1.06137	1.07264	61491
2023.11.06 00:00	1.07215	1.07552	1.07151	1.0716	41461
2023.11.07 00:00	1.07161	1.0722	1.06632	1.06986	47583
2023.11.08 00:00	1.0698	1.0715	1.06582	1.0708	47288
2023.11.09 00:00	1.07079	1.07243	1.06591	1.06666	55102
2023.11.10 00:00	1.06653	1.06917	1.06551	1.06829	48013
2023.11.13 00:00	1.06825	1.07053	1.0664	1.06968	41879
2023.11.14 00:00	1.06965	1.08864	1.06913	1.08775	54517
2023.11.15 00:00	1.08771	1.08846	1.08305	1.0845	54825
2023.11.16 00:00	1.08448	1.08945	1.08293	1.08508	49413
2023.11.17 00:00	1.08478	1.09131	1.08238	1.09118	50333
2023.11.20 00:00	1.09125	1.09508	1.08966	1.09386	46448
2023.11.21 00:00	1.09381	1.09642	1.08991	1.09088	48243
2023.11.22 00:00	1.09062	1.09219	1.08515	1.0887	50931
2023.11.23 00:00	1.08872	1.09294	1.08814	1.0903100000000001	27132
2023.11.24 00:00	1.09025	1.09481	1.08941	1.09323	32912
2023.11.27 00:00	1.09415	1.09583	1.09241	1.09534	42246
2023.11.28 00:00	1.09535	1.10078	1.09335	1.09903	54362
2023.11.29 00:00	1.09903	1.1016	1.09592	1.09676	59794
2023.11.30 00:00	1.09676	1.09828	1.08784	1.08866	62679
2023.12.01 00:00	1.08845	1.09119	1.08278	1.088	63641
2023.12.04 00:00	1.08749	1.08939	1.0803	1.08347	60693
2023.12.05 00:00	1.08348	1.08465	1.07773	1.07947	62396
2023.12.06 00:00	1.07881	1.08035	1.07578	1.07626	54459
2023.12.07 00:00	1.07626	1.08165	1.0754299999999999	1.07924	68024
2023.12.08 00:00	1.07921	1.07996	1.07231	1.07613	72631
2023.12.11 00:00	1.07541	1.0778	1.07407	1.07634	49388
2023.12.12 00:00	1.07632	1.08266	1.07541	1.0793	56146
2023.12.13 00:00	1.07928	1.08957	1.07721	1.08731	68078
2023.12.14 00:00	1.0868	1.10081	1.08667	1.0991	91007
2023.12.15 00:00	1.09908	1.10032	1.08878	1.0894	75324
2023.12.18 00:00	1.08942	1.09302	1.08914	1.0922	58497
2023.12.19 00:00	1.09235	1.09863	1.09122	1.09789	59418
2023.12.20 00:00	1.09786	1.09829	1.09289	1.09408	57764
2023.12.21 00:00	1.09413	1.10114	1.09343	1.10096	68894
2023.12.22 00:00	1.10101	1.1039	1.0993	1.10111	62862
2023.12.26 00:00	1.10017	1.10449	1.09998	1.10409	29958
2023.12.27 00:00	1.10406	1.11217	1.10277	1.11036	49511
2023.12.28 00:00	1.11036	1.11385	1.10541	1.1059	56119
2023.12.29 00:00	1.10598	1.10834	1.10331	1.10384	62173
2024.01.02 00:00	1.10432	1.10451	1.09375	1.09384	65390
2024.01.03 00:00	1.09405	1.09644	1.0892	1.09203	75492
2024.01.04 00:00	1.09124	1.09711	1.09056	1.09422	60921
2024.01.05 00:00	1.09423	1.09976	1.08758	1.094	80150
2024.01.08 00:00	1.09384	1.09778	1.09217	1.09488	59350
2024.01.09 00:00	1.09525	1.09651	1.09095	1.09295	62992
2024.01.10 00:00	1.09267	1.09725	1.09218	1.09711	55340
2024.01.11 00:00	1.09712	1.09979	1.09293	1.09708	81373
2024.01.12 00:00	1.0962	1.0985800000000001	1.0935	1.09485	70162
2024.01.15 00:00	1.09457	1.09673	1.09325	1.09473	38772
2024.01.16 00:00	1.09422	1.09507	1.08611	1.08739	80308
2024.01.17 00:00	1.087	1.08834	1.08435	1.08813	69322
2024.01.18 00:00	1.08801	1.09058	1.08457	1.08745	71620
2024.01.19 00:00	1.08715	1.08969	1.08634	1.08963	59965
2024.01.22 00:00	1.08901	1.09088	1.08789	1.0882	51682
2024.01.23 00:00	1.08816	1.09151	1.08206	1.08526	57709
2024.01.24 00:00	1.08423	1.09312	1.08413	1.0884	67144
2024.01.25 00:00	1.0884	1.09007	1.08206	1.08447	70325
2024.01.26 00:00	1.08446	1.08832	1.08119	1.08517	58889
2024.01.29 00:00	1.08405	1.08491	1.07948	1.08303	50710
2024.01.30 00:00	1.08314	1.08563	1.08109	1.08451	58217
2024.01.31 00:00	1.08451	1.08864	1.07939	1.08169	95861
2024.02.01 00:00	1.08157	1.08737	1.07789	1.08709	79193
2024.02.02 00:00	1.0871	1.08965	1.07795	1.07878	66702
2024.02.05 00:00	1.07853	1.07863	1.07223	1.07412	55952
2024.02.06 00:00	1.07394	1.07613	1.07216	1.0753	56722
2024.02.07 00:00	1.0752	1.07829	1.07468	1.07704	55564
2024.02.08 00:00	1.07704	1.07878	1.07406	1.07762	52926
2024.02.09 00:00	1.07743	1.07939	1.07612	1.07836	53439
2024.02.12 00:00	1.07786	1.08045	1.07549	1.0771	44408
