Time	Open	High	Low	Close	Volume
2023.09.04 08:00	1.07958	1.07964	1.07926	1.07935	179
2023.09.04 12:00	1.07935	1.08084	1.07924	1.07946	6251
2023.09.04 16:00	1.07944	1.0799	1.07823	1.07938	4061
2023.09.04 20:00	1.07948	1.07968	1.07851	1.07932	1695
2023.09.05 00:00	1.07932	1.07977	1.07843	1.07877	3405
2023.09.05 04:00	1.07878	1.07937	1.07798	1.07849	4236
2023.09.05 08:00	1.0784799999999999	1.07853	1.07409	1.07473	13555
2023.09.05 12:00	1.07473	1.07486	1.07158	1.07281	16846
2023.09.05 16:00	1.07283	1.07313	1.07054	1.0722	13681
2023.09.05 20:00	1.07218	1.07271	1.07181	1.07208	2896
2023.09.06 00:00	1.07225	1.07277	1.07125	1.07134	3247
2023.09.06 04:00	1.07134	1.0737700000000001	1.07134	1.07371	4177
2023.09.06 08:00	1.0737	1.07471	1.07233	1.07312	12115
2023.09.06 12:00	1.07313	1.07478	1.07242	1.07365	12746
2023.09.06 16:00	1.07361	1.07361	1.07017	1.07268	15350
2023.09.06 20:00	1.07268	1.0729	1.07208	1.0722	3517
2023.09.07 00:00	1.07226	1.07308	1.07181	1.07305	2575
2023.09.07 04:00	1.07298	1.07314	1.07147	1.07182	3063
2023.09.07 08:00	1.07183	1.07245	1.07061	1.07135	10776
2023.09.07 12:00	1.07136	1.07139	1.06856	1.06905	14745
2023.09.07 16:00	1.06905	1.07091	1.06854	1.06982	10775
2023.09.07 20:00	1.06983	1.07038	1.06924	1.06967	3607
2023.09.08 00:00	1.06965	1.07202	1.06938	1.0716	4352
2023.09.08 04:00	1.07162	1.07249	1.07116	1.07229	3275
2023.09.08 08:00	1.0723	1.0727	1.06983	1.07023	10777
2023.09.08 12:00	1.07022	1.07253	1.06932	1.07253	12265
2023.09.08 16:00	1.07253	1.07428	1.06996	1.07046	11451
2023.09.08 20:00	1.07047	1.07075	1.06961	1.06966	2474
2023.09.11 00:00	1.0712	1.07201	1.07065	1.07183	5059
2023.09.11 04:00	1.07184	1.07403	1.07177	1.07278	5783
2023.09.11 08:00	1.07279	1.07364	1.07212	1.07315	10065
2023.09.11 12:00	1.07315	1.0735999999999999	1.07145	1.07348	11359
2023.09.11 16:00	1.07349	1.07583	1.07293	1.07448	11114
2023.09.11 20:00	1.07448	1.07523	1.07356	1.07479	3024
2023.09.12 00:00	1.07488	1.07677	1.07366	1.07401	3016
2023.09.12 04:00	1.07401	1.07502	1.07347	1.07353	3406
2023.09.12 08:00	1.07356	1.07398	1.07111	1.07213	11029
2023.09.12 12:00	1.07213	1.07234	1.07044	1.07164	12879
2023.09.12 16:00	1.07165	1.07364	1.07094	1.0725	9188
2023.09.12 20:00	1.0725	1.07636	1.07235	1.07584	4669
