Time	Open	High	Low	Close	Volume
2023.09.04 11:45	1.07958	1.07964	1.07926	1.07935	179
2023.09.04 12:00	1.07935	1.07988	1.07924	1.07982	472
2023.09.04 12:15	1.07981	1.08028	1.0796999999999999	1.08013	434
2023.09.04 12:30	1.08011	1.0803	1.07994	1.0802	339
2023.09.04 12:45	1.0802	1.08047	1.08005	1.08035	337
2023.09.04 13:00	1.08037	1.08084	1.08018	1.08054	424
2023.09.04 13:15	1.08055	1.08068	1.08048	1.08052	271
2023.09.04 13:30	1.08052	1.08066	1.0802	1.08042	284
2023.09.04 13:45	1.08042	1.08052	1.07983	1.07991	417
2023.09.04 14:00	1.07992	1.08006	1.0798	1.07994	469
2023.09.04 14:15	1.07995	1.08	1.07966	1.07978	333
2023.09.04 14:30	1.07977	1.07999	1.07943	1.07958	462
2023.09.04 14:45	1.07964	1.07984	1.0795	1.07963	459
2023.09.04 15:00	1.07964	1.08032	1.07963	1.08013	521
2023.09.04 15:15	1.08013	1.08044	1.08002	1.08008	320
2023.09.04 15:30	1.08007	1.08029	1.08005	1.08027	307
2023.09.04 15:45	1.08027	1.08029	1.07942	1.07946	402
2023.09.04 16:00	1.07944	1.07946	1.07842	1.07877	503
2023.09.04 16:15	1.0788	1.07917	1.07864	1.07897	337
2023.09.04 16:30	1.0790899999999999	1.0790899999999999	1.07872	1.07885	470
2023.09.04 16:45	1.07884	1.07893	1.07823	1.07833	431
2023.09.04 17:00	1.07834	1.07884	1.07824	1.07863	355
2023.09.04 17:15	1.07861	1.0789900000000001	1.07837	1.07893	393
2023.09.04 17:30	1.07892	1.07919	1.07892	1.07908	215
2023.09.04 17:45	1.07907	1.07989	1.07903	1.07977	375
2023.09.04 18:00	1.07978	1.0799	1.07944	1.07949	207
2023.09.04 18:15	1.07961	1.07961	1.07929	1.07938	159
2023.09.04 18:30	1.07939	1.0796000000000001	1.07937	1.07943	117
2023.09.04 18:45	1.07943	1.07951	1.07911	1.07928	172
2023.09.04 19:00	1.07928	1.07955	1.07922	1.07941	99
2023.09.04 19:15	1.07953	1.07955	1.07938	1.07939	83
2023.09.04 19:30	1.07951	1.0796000000000001	1.07939	1.0796000000000001	69
2023.09.04 19:45	1.0796000000000001	1.07961	1.07938	1.07938	76
2023.09.04 20:00	1.07948	1.07956	1.07938	1.07942	90
2023.09.04 20:15	1.07952	1.07956	1.07938	1.07945	118
2023.09.04 20:30	1.07953	1.07964	1.07945	1.07949	88
2023.09.04 20:45	1.07949	1.0796000000000001	1.07944	1.07944	64
2023.09.04 21:00	1.07944	1.07955	1.07924	1.07927	86
2023.09.04 21:15	1.07938	1.0794	1.07921	1.07924	83
2023.09.04 21:30	1.07924	1.0794	1.07922	1.07924	84
2023.09.04 21:45	1.07925	1.07942	1.07921	1.07929	130
2023.09.04 22:00	1.07941	1.07968	1.0793	1.07932	155
2023.09.04 22:15	1.07933	1.07959	1.07932	1.07947	128
2023.09.04 22:30	1.07956	1.07963	1.07946	1.07961	67
2023.09.04 22:45	1.07959	1.07966	1.07921	1.07921	142
2023.09.04 23:00	1.07961	1.07961	1.07856	1.07906	92
2023.09.04 23:15	1.07907	1.07941	1.07851	1.07941	97
2023.09.04 23:30	1.07923	1.07943	1.07921	1.0793	121
2023.09.04 23:45	1.07936	1.07941	1.07927	1.07932	150
2023.09.05 00:00	1.07932	1.07977	1.07931	1.07968	188
2023.09.05 00:15	1.07967	1.07976	1.07955	1.07957	142
2023.09.05 00:30	1.07958	1.0796000000000001	1.07933	1.07947	128
2023.09.05 00:45	1.07948	1.07952	1.07935	1.07935	89
2023.09.05 01:00	1.07935	1.07947	1.07922	1.07937	134
2023.09.05 01:15	1.07937	1.0795	1.07927	1.07941	128
2023.09.05 01:30	1.07939	1.07947	1.0792	1.07934	149
2023.09.05 01:45	1.07942	1.07943	1.07902	1.07912	93
2023.09.05 02:00	1.07913	1.07922	1.07891	1.07898	253
2023.09.05 02:15	1.0789900000000001	1.07918	1.07876	1.07885	260
2023.09.05 02:30	1.07885	1.07915	1.07884	1.07901	197
2023.09.05 02:45	1.07911	1.07935	1.07895	1.07921	232
2023.09.05 03:00	1.07922	1.07929	1.07896	1.0791	277
2023.09.05 03:15	1.07911	1.07963	1.07894	1.07954	222
