Time	Open	High	Low	Close	Volume
2023.09.04 08:00	1.26281	1.26296	1.26265	1.26287	172
2023.09.04 12:00	1.2628599999999999	1.26414	1.26205	1.26257	9982
2023.09.04 16:00	1.26257	1.26322	1.26141	1.26289	5373
2023.09.04 20:00	1.26289	1.26327	1.26044	1.26287	1943
2023.09.05 00:00	1.26272	1.2631000000000001	1.26163	1.26204	4564
2023.09.05 04:00	1.26203	1.26273	1.26112	1.26122	7015
2023.09.05 08:00	1.26121	1.26125	1.2527300000000001	1.25506	21291
2023.09.05 12:00	1.25504	1.25816	1.25384	1.2560799999999999	21668
2023.09.05 16:00	1.25614	1.2586	1.2546	1.2565	15744
2023.09.05 20:00	1.2564899999999999	1.25726	1.25489	1.2567	5189
2023.09.06 00:00	1.25658	1.25726	1.25489	1.25496	5322
2023.09.06 04:00	1.25497	1.25868	1.25484	1.25865	6493
2023.09.06 08:00	1.2586300000000001	1.25864	1.25447	1.25518	16887
2023.09.06 12:00	1.2551700000000001	1.25662	1.25203	1.25279	19046
2023.09.06 16:00	1.25278	1.25278	1.2481	1.2506	19598
2023.09.06 20:00	1.2505899999999999	1.251	1.24878	1.2499	4713
2023.09.07 00:00	1.25001	1.25054	1.24902	1.24987	5798
2023.09.07 04:00	1.24986	1.25055	1.24919	1.24955	5565
2023.09.07 08:00	1.24954	1.25072	1.2456800000000001	1.24685	16964
2023.09.07 12:00	1.24685	1.24733	1.24447	1.24542	16225
2023.09.07 16:00	1.24542	1.24887	1.24463	1.2474	12759
2023.09.07 20:00	1.24739	1.24787	1.24638	1.24698	5292
2023.09.08 00:00	1.24695	1.24954	1.24673	1.24924	6058
2023.09.08 04:00	1.24923	1.25044	1.24888	1.25027	5131
2023.09.08 08:00	1.25026	1.25091	1.24735	1.2482	15169
2023.09.08 12:00	1.2482	1.24976	1.24661	1.24946	14750
2023.09.08 16:00	1.24948	1.25133	1.24563	1.24637	12802
2023.09.08 20:00	1.24636	1.24678	1.24501	1.24521	3263
2023.09.11 00:00	1.24745	1.24957	1.2468	1.24943	8787
2023.09.11 04:00	1.24942	1.25266	1.24922	1.2512699999999999	8584
2023.09.11 08:00	1.25126	1.25363	1.25092	1.25327	12856
2023.09.11 12:00	1.25326	1.25428	1.25	1.2528299999999999	13975
2023.09.11 16:00	1.25282	1.25472	1.25107	1.2511700000000001	13379
2023.09.11 20:00	1.2511700000000001	1.2518099999999999	1.24985	1.25089	5454
2023.09.12 00:00	1.25094	1.25226	1.24998	1.25049	5713
2023.09.12 04:00	1.25048	1.2517800000000001	1.25021	1.25072	6383
2023.09.12 08:00	1.25067	1.2529	1.24622	1.24691	14888
2023.09.12 12:00	1.2469000000000001	1.24828	1.24585	1.24682	13967
2023.09.12 16:00	1.24681	1.24906	1.24626	1.24768	10884
2023.09.12 20:00	1.24766	1.24978	1.24748	1.24854	6001
2023.09.13 00:00	1.24876	1.25013	1.2484899999999999	1.24903	5416
