Time	Open	High	Low	Close	Volume
2023.09.04 11:45	1.26281	1.26296	1.26265	1.26287	172
2023.09.04 12:00	1.2628599999999999	1.26358	1.26281	1.2634699999999999	630
2023.09.04 12:15	1.26346	1.26406	1.26302	1.26403	676
2023.09.04 12:30	1.26402	1.26414	1.26335	1.26386	593
2023.09.04 12:45	1.26385	1.26395	1.26314	1.26348	414
2023.09.04 13:00	1.26348	1.2637399999999999	1.26314	1.26325	521
2023.09.04 13:15	1.26325	1.2637399999999999	1.26312	1.26358	512
2023.09.04 13:30	1.26358	1.26364	1.26314	1.2636	620
2023.09.04 13:45	1.2636	1.26363	1.26233	1.2627	649
2023.09.04 14:00	1.2627	1.26275	1.26205	1.26221	858
2023.09.04 14:15	1.26221	1.2624900000000001	1.26205	1.26237	546
2023.09.04 14:30	1.26237	1.26273	1.26223	1.2624	684
2023.09.04 14:45	1.2624	1.26278	1.26226	1.26244	525
2023.09.04 15:00	1.26245	1.2634	1.26245	1.26332	945
2023.09.04 15:15	1.26332	1.26382	1.2631299999999999	1.26322	553
2023.09.04 15:30	1.26324	1.26358	1.26312	1.26338	588
2023.09.04 15:45	1.26339	1.26343	1.26253	1.26257	668
2023.09.04 16:00	1.26257	1.26258	1.26189	1.26196	644
2023.09.04 16:15	1.26208	1.26233	1.26169	1.26215	517
2023.09.04 16:30	1.26214	1.26244	1.26184	1.26236	597
2023.09.04 16:45	1.26236	1.26245	1.26162	1.26166	637
2023.09.04 17:00	1.26165	1.26209	1.26141	1.2618800000000001	530
2023.09.04 17:15	1.2618800000000001	1.26206	1.26152	1.2619	390
2023.09.04 17:30	1.26189	1.26206	1.26172	1.26184	181
2023.09.04 17:45	1.26194	1.26239	1.26174	1.26233	268
2023.09.04 18:00	1.2623199999999999	1.26248	1.262	1.26223	205
2023.09.04 18:15	1.26224	1.26238	1.26202	1.26219	195
2023.09.04 18:30	1.26218	1.26255	1.26218	1.2624	165
2023.09.04 18:45	1.26241	1.26275	1.26235	1.26274	261
2023.09.04 19:00	1.26274	1.26308	1.26266	1.26304	226
2023.09.04 19:15	1.26314	1.2631999999999999	1.26303	1.26311	256
2023.09.04 19:30	1.26305	1.26322	1.26304	1.26315	163
2023.09.04 19:45	1.26315	1.26316	1.26287	1.26289	138
2023.09.04 20:00	1.26289	1.26309	1.26287	1.263	102
2023.09.04 20:15	1.26301	1.26312	1.26294	1.26309	128
2023.09.04 20:30	1.26309	1.26327	1.26299	1.2631000000000001	207
2023.09.04 20:45	1.2631000000000001	1.26326	1.26306	1.26321	114
2023.09.04 21:00	1.26321	1.26321	1.26292	1.26299	124
2023.09.04 21:15	1.26303	1.26303	1.26272	1.26287	155
2023.09.04 21:30	1.26277	1.2629000000000001	1.26274	1.26276	91
2023.09.04 21:45	1.26277	1.2628599999999999	1.26273	1.26277	126
2023.09.04 22:00	1.26277	1.26314	1.26277	1.26302	174
2023.09.04 22:15	1.26305	1.26309	1.26262	1.26264	126
2023.09.04 22:30	1.26265	1.26284	1.26258	1.26276	123
2023.09.04 22:45	1.26276	1.26287	1.26175	1.2618	119
2023.09.04 23:00	1.2616800000000001	1.26263	1.26044	1.2619500000000001	63
2023.09.04 23:15	1.26248	1.26265	1.26193	1.26214	87
2023.09.04 23:30	1.26213	1.26281	1.26213	1.2626	125
2023.09.04 23:45	1.26282	1.26287	1.2625600000000001	1.26287	79
2023.09.05 00:00	1.26272	1.26302	1.2625199999999999	1.26292	172
2023.09.05 00:15	1.2629299999999999	1.26306	1.26282	1.26295	131
2023.09.05 00:30	1.26294	1.263	1.2627	1.26273	137
2023.09.05 00:45	1.26277	1.2628599999999999	1.2627	1.2627	80
2023.09.05 01:00	1.26278	1.2628300000000001	1.26243	1.2624900000000001	187
2023.09.05 01:15	1.26254	1.26266	1.26243	1.26245	132
2023.09.05 01:30	1.26251	1.26275	1.26243	1.26274	167
2023.09.05 01:45	1.26279	1.26279	1.26213	1.26216	194
2023.09.05 02:00	1.26215	1.26276	1.26213	1.26248	346
2023.09.05 02:15	1.2625	1.26263	1.26215	1.26228	327
2023.09.05 02:30	1.26227	1.26284	1.26224	1.26255	289
2023.09.05 02:45	1.26255	1.26299	1.26243	1.26287	323
2023.09.05 03:00	1.26287	1.26297	1.26234	1.26235	348
2023.09.05 03:15	1.26236	1.26296	1.26214	1.26295	394
2023.09.05 03:30	1.26296	1.2631000000000001	1.26208	1.26218	580
2023.09.05 03:45	1.26218	1.2622	1.26163	1.26204	757
2023.09.05 04:00	1.26203	1.26206	1.26163	1.26185	561
2023.09.05 04:15	1.26186	1.26213	1.26152	1.26157	446
2023.09.05 04:30	1.2616100000000001	1.26173	1.26116	1.26149	586
2023.09.05 04:45	1.26148	1.2618	1.26144	1.26166	482
2023.09.05 05:00	1.2616800000000001	1.26173	1.26119	1.26131	461
2023.09.05 05:15	1.2612999999999999	1.2617	1.26115	1.26154	445
2023.09.05 05:30	1.26152	1.26187	1.26152	1.26181	321
2023.09.05 05:45	1.26181	1.26184	1.26154	1.26166	297
2023.09.05 06:00	1.26173	1.26187	1.2616	1.26175	294
2023.09.05 06:15	1.26176	1.26216	1.26157	1.26215	315
2023.09.05 06:30	1.26214	1.26273	1.26184	1.26273	479
2023.09.05 06:45	1.26271	1.26273	1.2623	1.26251	292
2023.09.05 07:00	1.2625	1.26272	1.26224	1.26226	417
2023.09.05 07:15	1.26227	1.2624900000000001	1.26192	1.26202	448
2023.09.05 07:30	1.26201	1.26208	1.26152	1.26181	521
2023.09.05 07:45	1.26182	1.26201	1.26112	1.26122	650
2023.09.05 08:00	1.26121	1.26125	1.26037	1.2604	1154
2023.09.05 08:15	1.26041	1.26044	1.25805	1.25868	1041
2023.09.05 08:30	1.25868	1.25882	1.25774	1.25881	1107
2023.09.05 08:45	1.25885	1.25911	1.25817	1.2583	1228
2023.09.05 09:00	1.2582900000000001	1.25952	1.2582200000000001	1.25933	1519
2023.09.05 09:15	1.25934	1.25939	1.25778	1.2579	1437
2023.09.05 09:30	1.25789	1.2579099999999999	1.25696	1.25708	1290
2023.09.05 09:45	1.25709	1.25794	1.25595	1.25619	1362
2023.09.05 10:00	1.25619	1.2563900000000001	1.25455	1.25467	1719
2023.09.05 10:15	1.25464	1.25464	1.2527300000000001	1.25279	1312
2023.09.05 10:30	1.25285	1.2547	1.25285	1.2543	1859
2023.09.05 10:45	1.25431	1.25436	1.25329	1.2534	1506
2023.09.05 11:00	1.2534	1.25471	1.25323	1.2547	1166
2023.09.05 11:15	1.25471	1.25503	1.25406	1.25428	1007
2023.09.05 11:30	1.25426	1.25484	1.25404	1.25448	894
2023.09.05 11:45	1.25449	1.2555399999999999	1.25449	1.25506	1690
2023.09.05 12:00	1.25504	1.25605	1.25489	1.25568	876
2023.09.05 12:15	1.25569	1.25664	1.2556	1.2560799999999999	637
2023.09.05 12:30	1.25607	1.25641	1.25541	1.25546	753
2023.09.05 12:45	1.2554699999999999	1.2561200000000001	1.25523	1.25541	797
2023.09.05 13:00	1.2554	1.25546	1.25471	1.25514	1042
2023.09.05 13:15	1.25516	1.2552699999999999	1.25384	1.25479	711
2023.09.05 13:30	1.25477	1.25562	1.25476	1.25521	922
2023.09.05 13:45	1.25523	1.25545	1.25482	1.25484	689
2023.09.05 14:00	1.2548300000000001	1.25533	1.25443	1.25533	1114
2023.09.05 14:15	1.25536	1.25549	1.25399	1.25435	1363
2023.09.05 14:30	1.25436	1.25688	1.25393	1.25614	1782
